RMS_X,RMS_Y,RMS_Z,PP_X,PP_Y,PP_Z,KURTOSIS_X,KURTOSIS_Y,KURTOSIS_Z,F1_X,F1_Y,F1_Z,M1_X,M1_Y,M1_Z,F2_X,F2_Y,F2_Z,M2_X,M2_Y,M2_Z,F3_X,F3_Y,F3_Z,M3_X,M3_Y,M3_Z,F4_X,F4_Y,F4_Z,M4_X,M4_Y,M4_Z,F5_X,F5_Y,F5_Z,M5_X,M5_Y,M5_Z,F6_X,F6_Y,F6_Z,M6_X,M6_Y,M6_Z,F7_X,F7_Y,F7_Z,M7_X,M7_Y,M7_Z,F8_X,F8_Y,F8_Z,M8_X,M8_Y,M8_Z,Label
1.31,1.2,3.02,6.19,6.4,11.63,-1.02,-0.64,-1.26,28,119,28,-5.55,-8.13,2.27,57,21,57,-22.01,-11.19,-17.39,318,28,119,-22.26,-13.55,-21.06,119,57,385,-23.66,-16.6,-23.14,345,128,144,-26.54,-18.5,-24.18,307,139,141,-27.37,-22,-24.39,328,147,350,-27.79,-22.65,-24.81,51,345,326,-28.65,-25.09,-25.54,5
1.29,1.09,3.05,5.45,5.69,11.43,-1.08,-0.48,-1.27,28,119,28,-5.82,-9.12,2.54,57,28,57,-17.14,-13.46,-16.05,328,21,119,-23.62,-14.13,-22.59,322,57,351,-24.41,-15.45,-25.2,119,131,299,-25.38,-20.56,-25.9,318,145,343,-26.27,-22.45,-26.14,350,135,147,-26.84,-23.01,-26.25,23,350,203,-26.9,-26.45,-26.62,5
1.43,1.07,3.46,6.02,6.92,12.54,-1.09,-0.28,-1.29,28,118,28,-4.46,-10.2,3.84,57,28,57,-17.11,-13.54,-16.36,318,57,32,-22.45,-15.45,-23.13,119,131,118,-25.42,-17.52,-23.38,292,141,357,-26.39,-21.2,-24.34,313,128,385,-28.82,-21.59,-25.41,325,23,141,-28.9,-22.07,-25.76,35,135,86,-29.91,-22.59,-25.82,5
1.33,1.25,3.15,6.33,6.91,12.68,-1.02,-0.61,-1.27,28,119,28,-5.28,-8.62,2.91,57,28,57,-18.32,-14.64,-14.44,324,57,24,-23.54,-14.77,-19.77,119,129,34,-24.29,-19.79,-20.5,24,139,119,-25.57,-21.61,-21.17,350,114,350,-26.56,-21.81,-23.59,318,24,385,-26.66,-23.36,-24.98,45,87,86,-26.88,-23.36,-25.01,5
1.33,1.04,3.12,6.25,5.75,12.23,-1.02,-0.53,-1.23,28,119,28,-5.14,-10.37,2.86,57,57,57,-17.26,-15.05,-14.26,318,28,357,-23.85,-15.28,-23.17,119,21,32,-24.78,-20.02,-23.17,21,133,52,-26.36,-20.49,-23.95,357,124,119,-27.64,-24.75,-24.2,326,114,328,-29.1,-24.88,-24.56,38,42,38,-29.12,-24.92,-25.44,5
0.66,1.16,0.87,4.61,7.02,6.02,0.21,-0.48,0.33,318,119,349,-5.55,-8.98,-7.84,119,57,118,-10.42,-14.1,-8.64,351,28,129,-11.89,-15.47,-8.75,292,21,111,-12.75,-17.47,-9.39,290,139,405,-12.89,-20.15,-9.5,336,131,148,-13.3,-20.96,-10.36,328,39,376,-14.41,-24.77,-11.29,357,24,385,-14.9,-25.66,-11.8,5
0.63,1.12,3.32,4.11,5.64,12.49,0.13,-0.54,-1.22,318,119,28,-5.22,-9.71,3.7,328,28,57,-10.06,-12.18,-18.2,119,132,21,-11.83,-17.86,-19.48,350,57,34,-12.34,-19.46,-22.46,290,141,118,-12.5,-19.57,-22.53,261,127,141,-12.84,-21.82,-23.48,345,60,299,-14.24,-23.32,-23.72,294,47,144,-14.79,-23.76,-24.45,5
1.35,0.96,3.12,6.09,5.03,12.73,-1.02,-0.4,-1.14,28,119,28,-5.06,-11.73,2.44,57,28,57,-19.51,-14.86,-17.83,318,57,52,-24.75,-16.81,-19.44,52,128,39,-25.05,-20.93,-20.42,119,141,145,-26.27,-21.46,-22.87,61,52,349,-27.56,-21.76,-23.94,312,137,128,-27.63,-23.49,-25.04,326,86,86,-28.22,-24.04,-25.45,5
1.46,1.2,3.26,7.77,6.87,12.64,-0.78,-0.58,-1.21,28,119,28,-4.57,-8.96,2.7,57,28,57,-19.6,-14.13,-16.49,119,131,119,-24.53,-14.71,-21.62,318,57,45,-25.77,-15.87,-23.12,35,21,144,-25.78,-18.33,-24.55,51,148,131,-27.4,-22.52,-25.08,329,45,385,-27.84,-23.2,-26.09,325,114,53,-27.88,-25.23,-26.32,5
1.38,1.1,3.09,6.65,5.81,13.07,-1,-0.59,-1.23,28,119,28,-5.05,-8.67,2.62,57,21,57,-20.75,-13.02,-14.86,318,57,22,-24.59,-13.99,-17.21,119,28,119,-25.21,-15.46,-22.57,324,144,350,-25.25,-21.25,-22.98,351,133,35,-25.32,-23.53,-24.32,52,141,299,-26.91,-24.32,-24.95,288,350,51,-27.51,-25.43,-25.39,5
1.31,1.11,2.98,5.96,6,12.4,-0.97,-0.48,-1.15,28,119,28,-5.6,-9.75,2.38,57,57,57,-18.01,-14.77,-15.12,318,28,119,-24.01,-16.42,-23.46,119,22,45,-24.27,-17.45,-25.2,321,141,357,-25.83,-22.1,-25.72,45,147,144,-26.09,-22.69,-26.3,39,26,141,-26.57,-23.93,-26.6,22,131,300,-27.37,-23.96,-27.1,5
0.63,1.22,2.93,4.28,6.63,11.66,0.15,-0.51,-1.22,318,119,28,-7.53,-8.49,2.44,325,28,57,-9.91,-12.77,-18.19,119,141,141,-10.28,-17,-20.82,351,132,119,-13.28,-17.01,-21.89,336,57,350,-13.52,-17.53,-23.96,345,129,300,-13.56,-21.4,-24.19,316,124,35,-13.92,-22.27,-24.78,292,61,145,-14.24,-22.45,-25.29,5
1.44,1.01,3.21,7.19,6.19,13.33,-0.87,-0.22,-1.23,28,119,28,-4.83,-11.77,2.94,57,28,57,-18.9,-16.55,-17.7,318,129,144,-23.92,-16.63,-22.44,24,57,22,-25.03,-17.97,-22.75,32,21,38,-25.11,-18.97,-22.91,21,135,48,-25.38,-20.43,-24.18,48,49,119,-26.33,-22.48,-24.18,321,148,87,-27.19,-23.82,-25.14,5
1.43,1.21,3.14,7.55,7.16,14.41,-0.81,-0.37,-1.15,28,119,28,-4.59,-8.54,2.95,57,28,57,-17.75,-13.96,-15.25,318,57,21,-21.49,-14.32,-17.98,21,129,141,-23.14,-15.51,-20.32,119,141,129,-23.97,-16.28,-22.56,38,21,145,-23.99,-19.36,-22.58,129,147,119,-27.79,-19.8,-22.68,261,135,347,-28.29,-20.44,-24.02,5
1.32,1.13,3.2,5.94,5.88,12.38,-1.04,-0.5,-1.26,28,119,28,-5.03,-8.99,3.17,57,57,57,-18.11,-15.46,-16.88,318,21,21,-23.71,-15.79,-17.55,119,28,141,-24.94,-15.99,-20.49,21,141,119,-27.69,-16.11,-21.57,39,135,299,-27.96,-19.35,-23.43,52,144,48,-27.98,-19.5,-25.45,300,24,36,-28.42,-22.27,-26.4,5
1.4,1.06,3.25,6.44,5.98,12.84,-1.05,-0.48,-1.28,28,119,28,-4.56,-9.77,3.42,57,57,57,-17.49,-15,-15.86,321,28,145,-21.7,-15.08,-22.47,119,23,119,-24.97,-19.88,-22.8,328,145,350,-27.31,-20.72,-24.66,351,131,408,-27.35,-22.57,-24.86,52,321,321,-28.94,-24.32,-26.12,261,135,300,-28.98,-24.58,-26.46,5
0.61,1.26,3.09,3.72,6.32,11.6,-0.14,-0.67,-1.29,318,119,28,-5.75,-7.68,2.61,118,141,57,-8.95,-17.58,-17.19,321,28,23,-11.23,-17.63,-19.35,261,57,119,-13.11,-19.43,-21.35,343,55,141,-13.23,-22.87,-21.62,290,131,349,-13.34,-23,-21.94,336,86,35,-13.96,-24.35,-24.07,347,148,55,-13.97,-24.81,-25.09,5
0.66,1.05,3.17,4.28,5.84,12.37,0,-0.51,-1.27,318,119,28,-5.72,-10.18,2.96,321,21,57,-8.59,-13.28,-19.8,339,28,24,-12.9,-17.4,-23.84,350,57,119,-13.21,-18.22,-24.05,119,132,347,-13.25,-21.44,-24.46,345,60,60,-14.71,-21.88,-25.43,357,145,148,-15.22,-22.75,-25.44,288,135,357,-15.49,-23.08,-25.71,5
1.43,1.24,3.2,6.36,7.09,12.29,-1.09,-0.36,-1.31,28,119,28,-4.7,-8.39,3.18,57,28,57,-17.02,-14.86,-15.18,318,57,119,-22.2,-15.51,-21.85,322,129,385,-24.76,-18.82,-23.73,342,137,357,-25.16,-24.29,-23.87,119,144,42,-25.6,-24.83,-23.95,328,140,328,-26.68,-24.96,-25.16,336,342,86,-27.55,-25.31,-25.74,5
1.33,1.09,2.82,6.69,5.91,10.98,-0.79,-0.47,-1.23,28,119,28,-5.28,-10.17,1.97,57,28,57,-17.5,-14.9,-15.77,318,57,118,-20.41,-15.71,-22.58,328,131,141,-25.86,-16.51,-22.99,119,22,350,-26.3,-16.78,-23.95,47,141,328,-28.57,-20.87,-24.96,42,318,357,-28.85,-25.41,-24.99,342,148,131,-29.02,-25.78,-26.03,5
1.29,0.98,3.04,5.74,5.66,11.48,-1.07,-0.45,-1.29,28,119,28,-5.31,-11.43,2.77,57,57,57,-17.15,-14.59,-15.85,321,21,23,-24.02,-16.4,-20.02,51,28,34,-26.04,-18.13,-21.79,350,128,144,-27.15,-18.86,-21.91,119,132,328,-27.67,-21.5,-23.81,300,136,350,-27.76,-21.93,-23.82,343,350,118,-28.31,-25.38,-24.85,5
0.69,1.28,0.85,5.1,7.05,6.29,0.55,-0.55,0.61,318,119,119,-4.96,-8.19,-6.77,324,28,132,-8.1,-15.74,-8.95,119,57,347,-9.42,-15.99,-9.07,132,129,383,-11.32,-17.5,-10.25,307,139,351,-12.15,-20.85,-10.7,261,22,328,-12.89,-21.16,-11.52,347,147,102,-13.96,-21.4,-11.8,336,49,404,-14.63,-23.95,-12.1,5
1.37,1.12,3.35,6.04,6.49,13.4,-1.09,-0.27,-1.22,28,119,28,-4.83,-9.46,3.37,57,28,57,-20.87,-13.21,-17.16,318,132,118,-21.78,-15.4,-22.12,119,57,145,-25.05,-15.94,-23.31,328,21,51,-27.94,-17.29,-23.36,287,128,139,-28.5,-20.42,-24.51,48,139,61,-29.04,-20.49,-25.02,39,141,300,-29.26,-20.6,-25.09,5
1.37,1.11,3.38,5.99,6.67,13.96,-1.14,-0.33,-1.24,28,119,28,-4.61,-9.07,3.49,57,21,57,-20.13,-14.77,-17.51,318,28,119,-23.43,-15.76,-21.97,324,132,141,-24.9,-16.42,-22.46,119,57,347,-25.99,-16.51,-24.02,299,141,47,-26.26,-20.11,-24.58,48,147,299,-28.04,-24.04,-24.62,52,44,350,-28.82,-26.96,-25.76,5
1.29,1.15,2.97,6.01,5.52,11.55,-0.96,-0.81,-1.25,28,119,28,-5.75,-7.88,2.18,57,21,57,-18.99,-14.9,-17.1,321,28,21,-22.54,-17.19,-19.65,119,57,119,-23.04,-17.63,-19.92,318,140,350,-24.05,-22.58,-23.68,328,53,53,-27.18,-22.95,-23.77,21,132,299,-27.81,-23.93,-24.35,350,136,385,-27.85,-24.18,-25.17,5
0.68,1.06,3.1,4.18,6.57,12.63,-0.15,-0.15,-1.17,318,119,28,-6,-11.14,2.92,350,57,57,-10.83,-12.85,-15.14,118,21,22,-11,-14.37,-17.72,345,28,143,-13.31,-15.96,-21.74,261,143,86,-14.2,-18.83,-23.59,290,129,357,-14.59,-20.7,-24.56,292,24,119,-15.15,-22.22,-24.64,328,148,350,-15.51,-22.96,-25.59,5
1.33,1.15,2.91,6.02,6.66,12.22,-0.97,-0.37,-1.15,28,119,28,-5.26,-9.33,2.11,57,21,57,-17.49,-11.22,-14.58,318,57,144,-22.74,-16.08,-20.17,119,28,347,-24.77,-17.8,-23.33,313,141,119,-28.34,-18.16,-23.69,47,127,299,-28.69,-21.49,-24.2,345,131,43,-28.79,-22.9,-25.34,336,24,404,-29.03,-24.37,-25.8,5
1.44,1.06,3.3,6.31,6.37,12.52,-1.07,-0.3,-1.28,28,119,28,-4.77,-10.54,3.15,57,28,57,-16.13,-16.04,-18.13,318,57,119,-23.35,-16.77,-24.36,119,141,299,-26.2,-21.48,-24.43,32,129,349,-26.24,-22.21,-25.43,47,133,203,-27.41,-22.59,-25.91,51,127,39,-28.76,-24.34,-26.03,297,145,132,-28.83,-24.97,-26.45,5
1.39,1.03,3.08,6.55,5.54,13.42,-0.93,-0.55,-1.1,28,119,28,-5.35,-9.26,2.05,57,28,57,-17.75,-14.65,-15.85,318,21,119,-22.55,-16.24,-22.12,23,57,39,-24.05,-17.97,-23.54,119,141,32,-24.61,-23.76,-24.14,38,136,86,-27.64,-24.89,-25.32,300,148,300,-28.48,-24.94,-25.89,52,132,35,-28.5,-26.95,-25.9,5
1.37,1.25,3.11,6.99,6.24,12.62,-0.93,-0.57,-1.2,28,119,28,-4.98,-8.51,2.78,57,28,57,-20.47,-11.99,-16.45,318,57,119,-23.69,-14.22,-22.81,119,21,141,-24.27,-15.26,-23.07,326,141,53,-26.17,-20.79,-23.37,345,132,328,-26.49,-23.65,-23.38,350,318,144,-28.29,-26.09,-24.44,307,345,345,-28.31,-26.6,-25.31,5
1.35,1.13,3.27,6.23,5.95,12.26,-1.13,-0.6,-1.31,28,119,28,-4.86,-9.19,3.5,57,28,57,-21.06,-13.09,-16.55,119,59,119,-23.84,-13.9,-22.2,318,22,328,-24.24,-19.7,-23.63,328,141,141,-24.24,-21.84,-23.68,330,129,21,-26.85,-21.86,-24.39,321,350,145,-26.98,-26.46,-25.42,315,86,43,-27.77,-27.73,-25.79,5
0.66,1.21,3.15,4.1,6.31,12.95,-0.06,-0.63,-1.2,321,119,28,-8.64,-8.35,2.69,318,57,57,-9.23,-15.23,-16.56,326,28,22,-10.83,-16.18,-21.19,292,131,141,-11.43,-18.16,-21.51,119,141,24,-12.15,-18.26,-22.46,350,24,118,-12.23,-20.12,-22.59,336,148,144,-14.08,-22.58,-23.87,261,21,357,-14.49,-23.26,-23.95,5
0.64,1.16,2.92,4.42,6.6,12.03,0.31,-0.25,-1.23,318,119,28,-6.57,-9.43,2.13,326,131,57,-8.38,-12.93,-15.46,345,28,21,-11.28,-14.2,-19.15,119,57,119,-11.94,-14.97,-21.57,350,21,131,-13.41,-17.19,-21.79,103,141,144,-13.74,-23.38,-23.42,336,147,408,-14.52,-24.14,-24.78,290,61,299,-14.73,-24.4,-26.21,5
1.31,1.03,2.98,6.2,5.68,11.53,-1.06,-0.32,-1.23,28,119,28,-5.24,-11.07,2.37,57,57,57,-20.97,-15.94,-17.43,318,28,144,-22.26,-16.09,-21.67,119,129,347,-26.29,-18.76,-21.69,51,141,299,-27.59,-19.17,-24.58,286,290,119,-28.08,-25.42,-25.57,292,318,376,-30.13,-26.71,-26.34,261,61,203,-30.29,-27.19,-26.56,5
1.27,1.23,2.92,6.92,7.23,11.34,-0.91,-0.48,-1.25,28,119,28,-5.69,-8.07,2.29,57,28,24,-18.1,-12.41,-15.4,318,57,57,-22.28,-17.25,-18.48,119,129,119,-23.26,-17.58,-20.25,326,135,144,-24.44,-19.19,-24.59,350,21,299,-28.15,-21.54,-24.76,21,318,350,-28.84,-23.88,-25.88,38,141,405,-29.32,-25.45,-25.94,5
1.39,1.1,3.13,7.09,5.75,14.02,-0.82,-0.55,-1.12,28,119,28,-4.94,-10.39,2.77,57,21,57,-17.51,-14.79,-17.81,22,28,119,-18.98,-16.54,-22.54,36,57,38,-24.04,-17.09,-23.01,119,141,299,-26.12,-20.53,-24.31,324,124,141,-26.55,-21.06,-24.64,318,132,34,-26.57,-21.99,-25.35,341,299,347,-26.89,-27.11,-25.67,5
1.42,1.13,3.32,6.27,6.96,12.5,-1.11,-0.3,-1.28,28,119,28,-4.59,-9.57,3.46,57,28,57,-17.4,-13.03,-17.16,318,57,141,-23.53,-15.58,-22.17,119,133,350,-24.75,-17.83,-23.59,345,141,402,-25.38,-18.09,-24.95,326,128,119,-26.59,-21.08,-25.21,350,318,34,-26.92,-25.08,-26.11,330,350,144,-28.63,-25.84,-26.41,5
1.41,1.22,3.25,7.05,6.47,13.42,-1.07,-0.54,-1.31,28,119,28,-4.66,-7.87,3.14,57,28,57,-19.59,-13.67,-17.22,318,57,119,-22.17,-16.3,-21.18,321,132,350,-22.87,-16.67,-21.6,119,21,144,-23.11,-19.75,-22.44,350,139,408,-26.28,-23.02,-23.96,21,147,53,-26.62,-24,-25.14,328,350,328,-26.65,-24.51,-25.96,5
1.39,0.99,3.4,6.03,5.58,12.27,-1.13,-0.36,-1.33,28,119,28,-4.69,-10.73,3.66,57,28,57,-17.37,-15.25,-18.5,321,57,34,-21.53,-16.94,-23.26,119,133,328,-25.94,-20.2,-23.55,350,129,144,-26.45,-21.21,-24.47,23,22,22,-26.51,-22.73,-24.95,326,137,118,-27.47,-23.15,-25.06,292,318,86,-28.42,-23.95,-25.12,5
1.33,1.17,3.13,5.98,6.02,12,-1.13,-0.55,-1.3,28,119,28,-4.87,-9.05,2.98,318,28,57,-21.81,-12.42,-15.95,57,57,119,-22.74,-14.83,-21.24,119,132,299,-24.67,-16.19,-25.39,51,22,145,-26.57,-22.55,-25.52,47,112,32,-26.77,-24.68,-26.17,39,318,405,-27.16,-25.45,-26.29,330,139,133,-28.1,-26.23,-27.31,5
1.31,1.09,0.81,5.64,5.71,5.39,-1.11,-0.59,0.36,28,119,347,-5.16,-9.82,-7.35,57,57,144,-19.92,-13.7,-10.04,321,28,118,-25.51,-14.61,-11.49,318,21,405,-25.87,-15.82,-12.15,119,131,378,-26.71,-20.12,-12.75,309,141,385,-27.41,-21.6,-12.79,261,135,105,-27.67,-24.17,-13.09,328,86,129,-27.9,-24.39,-13.09,5
1.45,1.17,3.4,6.61,6.52,12.88,-1.05,-0.41,-1.29,28,119,28,-4.23,-9.73,3.63,57,28,57,-18.8,-14.27,-14.97,119,57,119,-23.84,-14.79,-21.93,318,131,131,-25.26,-15.92,-24.23,321,22,39,-27.2,-17.62,-24.57,39,133,347,-27.56,-20.22,-25.08,350,141,141,-28.24,-21.83,-25.19,328,144,133,-28.59,-22.2,-25.91,5
0.64,1.27,3.12,4.58,6.41,13.38,0.26,-0.65,-1.13,318,119,28,-7.8,-7.82,2.65,119,57,57,-8.93,-12.44,-13.27,328,28,119,-11.71,-15.25,-18.53,345,21,21,-12.16,-19.19,-19.73,351,133,38,-14.12,-19.99,-22.11,290,139,350,-14.62,-20.29,-25.41,261,63,144,-15.23,-24.06,-26.49,141,43,86,-15.53,-24.19,-26.65,5
1.25,1.05,3.13,5.93,5.44,13.02,-1.05,-0.64,-1.2,28,119,28,-5.73,-10.28,2.73,57,28,57,-20.3,-15.68,-18.06,318,57,21,-21.17,-15.75,-21.29,119,131,299,-25.9,-18.64,-25.01,49,143,143,-26.5,-21.51,-25.09,328,21,118,-26.92,-22.76,-25.8,345,114,385,-27.2,-25.86,-26,286,136,381,-28.73,-26.31,-26.04,5
1.52,1.23,3.16,9.53,6.5,13.51,-0.21,-0.58,-1.26,28,119,28,-4.66,-8.25,2.79,57,28,57,-18.41,-16.59,-17.46,318,57,119,-20.08,-17.56,-20.26,119,141,141,-24.77,-18.81,-20.35,328,139,385,-25.02,-20.41,-24.82,290,21,350,-26.1,-21.26,-25.23,261,128,36,-26.72,-21.44,-25.79,23,135,405,-28.19,-23.46,-26.17,5
1.42,1.03,3.18,6.45,5.48,13.33,-1.02,-0.51,-1.22,28,119,28,-4.66,-10.22,3,57,57,57,-17.48,-14.56,-14.54,318,21,349,-24.27,-15.91,-22.95,119,28,118,-25.88,-18.82,-24.43,47,131,300,-27.5,-20.17,-26.32,24,140,140,-27.63,-22.69,-26.41,286,53,378,-29.55,-24.7,-26.61,350,144,131,-29.65,-26.87,-26.9,5
1.36,0.99,2.92,6.47,6.22,12.29,-0.98,-0.22,-1.24,28,119,28,-5.17,-10.8,2.09,57,21,57,-19.73,-14.31,-18.99,318,28,23,-24.18,-14.8,-19.96,23,59,53,-24.84,-18.31,-23.59,51,131,350,-25.75,-18.71,-23.87,119,141,141,-25.82,-21.62,-24.6,313,147,378,-26.2,-24.13,-24.66,290,318,119,-26.51,-24.41,-25.1,5
1.36,1.34,3.06,6.1,7.34,13.63,-1.06,-0.56,-1.13,28,119,28,-5.07,-7.92,2.51,318,132,57,-20.72,-12.64,-16.08,57,28,141,-22.12,-14.73,-20.62,119,57,118,-23.61,-16.25,-20.87,288,137,132,-26.05,-16.6,-23.39,132,141,357,-26.71,-17.56,-23.42,299,22,36,-27.24,-19.83,-23.44,345,148,347,-27.59,-23.1,-23.76,5
0.58,1.12,2.98,3.78,6.46,13.72,0.07,-0.49,-1.14,318,119,28,-6.24,-10.13,2.06,119,57,57,-10.8,-13.99,-15.28,321,28,22,-11.66,-14.11,-20.91,343,21,144,-13.12,-17.32,-22.26,328,143,47,-13.56,-19.11,-23.16,286,132,350,-13.83,-20.1,-24.11,261,128,118,-14.16,-21.08,-24.62,350,148,384,-14.97,-24.91,-25.42,5
1.36,1.18,3.17,6.3,6.44,12.41,-1.07,-0.26,-1.23,28,119,28,-4.97,-8.69,2.93,57,57,57,-16.65,-13.98,-14.18,318,132,118,-21.66,-16.36,-22.86,119,28,299,-23.93,-17.57,-24.85,315,139,148,-27.87,-19.5,-25.51,290,23,53,-28.73,-22.08,-25.54,328,148,132,-29.81,-22.17,-25.64,49,318,139,-29.81,-25.29,-25.8,5
1.32,1.09,3.14,5.7,6.49,13.39,-1.09,-0.31,-1.15,28,119,28,-5.15,-9.72,2.44,57,57,57,-20.68,-15.23,-15.84,318,21,23,-22.95,-16.26,-17.3,321,28,328,-23.61,-18.54,-21.62,119,132,119,-25.91,-22.06,-23.43,292,128,60,-27.06,-22.86,-23.54,48,144,86,-27.71,-24.08,-24.72,24,318,38,-28.52,-24.87,-26.39,5
1.39,1.01,3.3,6.09,5.94,12.41,-1.12,-0.35,-1.27,28,119,28,-4.67,-10.23,3.43,57,21,57,-19.18,-13.39,-16.42,318,57,21,-21.75,-16.16,-20.55,48,28,119,-24.54,-16.91,-23.6,119,140,328,-27.23,-22.98,-23.64,23,127,347,-27.53,-23.52,-25.16,328,131,144,-27.65,-23.53,-25.17,261,137,40,-29.22,-24.69,-25.29,5
1.37,1.22,3.36,6.51,6.35,12.83,-1.12,-0.52,-1.23,28,119,28,-4.77,-8.65,3.35,57,128,57,-21.74,-14.82,-17.46,119,57,119,-22.84,-15.57,-22.08,318,28,35,-24.35,-19.27,-22.41,300,21,328,-26.88,-20.29,-22.62,286,133,23,-27.01,-20.48,-22.65,334,114,40,-28.36,-24.09,-23.3,294,139,128,-29.84,-25.34,-24.35,5
1.28,1.16,3.14,6.53,6,13.45,-0.92,-0.62,-1.18,28,119,28,-5.48,-10.13,2.82,57,28,22,-19.48,-13.78,-15.9,318,57,57,-24.13,-14.42,-16.42,38,133,119,-26.38,-16.48,-22.45,119,21,141,-26.46,-18.01,-23.59,47,24,145,-27.93,-18.76,-24.32,291,141,350,-28.28,-20.11,-24.7,324,139,133,-28.85,-22.22,-24.83,5
1.35,1.25,3.19,6.03,7.6,13.67,-1.05,-0.32,-1.2,28,119,28,-4.93,-9.73,2.83,57,131,57,-18.83,-11.51,-14.27,318,57,21,-22.1,-13.53,-20.9,119,28,131,-24.98,-18.03,-20.97,131,141,328,-25.38,-22.62,-22.71,34,137,119,-27.73,-22.74,-23.26,328,44,42,-27.85,-24.1,-24.71,351,23,321,-28.89,-24.19,-24.83,5
0.65,1.25,3.11,4.72,6.49,12.52,0.52,-0.6,-1.25,318,119,28,-7.43,-8.02,2.75,119,21,57,-9.27,-12.76,-15.8,328,57,22,-9.66,-14.64,-19.28,321,28,119,-11.05,-15.66,-20.1,287,132,145,-12.52,-18.04,-21.45,350,141,357,-13.05,-20.6,-22.45,345,144,141,-13.16,-23.15,-23.43,357,124,32,-13.7,-24.01,-25.21,5
0.61,1.03,3.27,4.21,6.64,13.31,0.35,-0.27,-1.26,318,119,28,-8.07,-10.78,2.88,321,21,23,-8.27,-13.36,-18.02,119,28,57,-10.92,-18.43,-19.1,350,57,44,-11.83,-18.71,-20.69,294,132,39,-12.8,-21.49,-21.72,328,140,51,-14.25,-22.69,-23.66,141,123,118,-14.44,-25.09,-23.8,357,137,55,-14.97,-25.14,-25.32,5
1.38,1.24,3.21,6.58,7.18,12.55,-1.04,-0.44,-1.24,28,119,28,-4.73,-9.25,3.01,57,131,57,-22.47,-12.67,-17.48,318,28,23,-23.58,-12.93,-18.14,119,57,119,-24.33,-17.82,-20.5,321,21,328,-25.78,-19.92,-23.09,131,139,131,-27.45,-19.94,-24.24,342,43,139,-27.64,-23.94,-25.31,336,86,385,-28.86,-24.37,-25.79,5
1.29,1.05,2.96,5.65,5.9,11.37,-1.14,-0.22,-1.25,28,119,28,-5.13,-10.32,2.51,57,57,57,-21.43,-15.08,-15.97,318,28,21,-24.95,-15.76,-20.91,119,129,144,-25.8,-17.65,-24.29,321,127,118,-25.99,-24.4,-25.11,52,136,347,-27.87,-24.69,-25.68,290,143,44,-28.73,-25.34,-26.04,47,148,409,-28.89,-25.64,-26.24,5
1.25,1.06,3,5.36,5.69,12.04,-1.14,-0.51,-1.28,28,119,28,-5.56,-9.81,2.25,57,28,57,-16.69,-13.04,-14.79,318,57,119,-24.76,-13.84,-21.69,328,21,300,-25.31,-17.82,-25.86,119,135,42,-25.37,-21.77,-26.1,345,129,347,-28.57,-22.15,-26.2,296,148,328,-29.79,-22.49,-26.41,321,300,144,-29.87,-26,-26.52,5
1.37,1.3,3.27,6.84,6.62,12.76,-1.09,-0.6,-1.24,28,119,28,-4.71,-7.55,3.33,318,21,57,-22.34,-11.59,-15.76,57,57,119,-22.95,-12.35,-19.96,119,28,145,-23.19,-17.15,-22.67,49,139,139,-27.77,-18.29,-23.13,350,49,357,-28.21,-22.51,-26.04,343,126,328,-28.85,-23.24,-26.32,38,132,35,-28.91,-23.72,-26.78,5
1.34,1.05,3.2,5.78,6.11,12.51,-1.13,-0.51,-1.26,28,119,28,-4.89,-9.6,3.29,57,28,57,-21.29,-12.56,-20.32,318,57,141,-23.25,-17.29,-21.42,345,141,119,-25.93,-19.54,-22.97,119,22,51,-26.05,-22.12,-24.25,52,131,350,-26.67,-23.28,-24.55,38,44,402,-27.17,-25.65,-24.96,34,133,328,-27.36,-25.84,-24.99,5
1.35,1.11,3.17,6.01,5.49,11.69,-1.01,-0.72,-1.31,28,119,28,-5.41,-8.62,2.82,57,28,57,-17.63,-13.2,-17.53,119,57,119,-23.51,-17.49,-20.96,318,139,145,-23.72,-20.49,-23.33,328,128,32,-25.38,-20.71,-25.35,23,21,385,-27.18,-22.82,-25.36,47,132,402,-28.19,-23.45,-25.37,345,147,22,-28.82,-24.34,-25.64,5
1.26,1.09,2.88,5.95,5.72,11.24,-1.1,-0.58,-1.26,28,119,28,-5.5,-9.51,2.22,318,28,57,-22.73,-12.63,-17.44,57,21,22,-22.97,-12.97,-20.2,119,59,141,-25.57,-15.49,-20.44,294,141,119,-27.67,-17.97,-22.14,345,135,349,-28.6,-21.9,-23.55,286,131,34,-28.8,-25.52,-23.64,290,52,328,-29.41,-26.31,-25.29,5
1.33,1.07,2.98,6.58,6.4,11.91,-0.83,-0.29,-1.2,28,119,28,-5.47,-11.29,2.15,57,57,57,-17.67,-13.1,-14.46,318,28,21,-23.79,-13.76,-17.07,328,21,35,-25.85,-15.57,-21.2,336,132,328,-25.87,-18.72,-22.44,119,140,51,-26.22,-21.24,-22.7,292,148,119,-27.36,-22.63,-24.02,51,128,144,-27.98,-23.6,-24.89,5
